,Site,Error Values
391,紅斑性狼瘡_zh.wikipedia.org_all-access_spider,22.605749322403586
392,星野飛鳥_zh.wikipedia.org_all-access_spider,28.675942035069706
393,柳演錫_zh.wikipedia.org_all-access_spider,45.73275389077735
394,蟲奉行_zh.wikipedia.org_all-access_spider,33.44912418833118
395,林辰唏_zh.wikipedia.org_all-access_spider,33.805886462424986
396,2016年3月9日日食_zh.wikipedia.org_all-access_spider,78.78004466235605
397,出神入化2_zh.wikipedia.org_all-access_spider,43.49242310107771
398,徐智慧_zh.wikipedia.org_all-access_spider,37.531018746986085
399,意大利_zh.wikipedia.org_all-access_spider,34.14224155203935
400,池昌旭_zh.wikipedia.org_all-access_spider,57.53468740756291
401,陳啟禮_zh.wikipedia.org_all-access_spider,48.21369354736959
402,王楠_zh.wikipedia.org_all-access_spider,37.45133189829789
403,欧洲联盟_zh.wikipedia.org_all-access_spider,38.838903472432094
404,紳士的品格_zh.wikipedia.org_all-access_spider,22.549534055114933
405,童菲_zh.wikipedia.org_all-access_spider,31.26002481058408
406,趙小蘭_zh.wikipedia.org_all-access_spider,45.46879594102711
407,張莊圓_zh.wikipedia.org_all-access_spider,41.53607244664286
408,辜仲諒_zh.wikipedia.org_all-access_spider,36.79342982106903
409,延宇振_zh.wikipedia.org_all-access_spider,45.31970444236426
410,鋼之鍊金術師_FULLMETAL_ALCHEMIST_zh.wikipedia.org_all-access_spider,32.987341771648964
411,少年四大名捕_(2015年电视剧)_zh.wikipedia.org_all-access_spider,34.8630415448784
412,神奇寶貝_(動畫)_zh.wikipedia.org_all-access_spider,39.11552955673517
413,刘邦_zh.wikipedia.org_all-access_spider,40.32423054690938
414,吳清源_zh.wikipedia.org_all-access_spider,25.50533891933995
415,陳美琪_zh.wikipedia.org_all-access_spider,41.042473953838496
416,紅音螢_zh.wikipedia.org_all-access_spider,50.963632719082085
417,张国政_zh.wikipedia.org_all-access_spider,27.25914947113258
418,名偵探柯南劇場版列表_zh.wikipedia.org_all-access_spider,55.652227389851504
419,中国共产党_zh.wikipedia.org_all-access_spider,21.441156663810087
420,臺灣外省人_zh.wikipedia.org_all-access_spider,33.68993742676615
421,簡愷樂_zh.wikipedia.org_all-access_spider,29.922229055923243
422,無間道_zh.wikipedia.org_all-access_spider,24.86653892869691
423,釋惟覺_zh.wikipedia.org_all-access_spider,83.86457924480348
424,吴建民_(中国)_zh.wikipedia.org_all-access_spider,68.62298680673491
425,機動戰士GUNDAM_UC_zh.wikipedia.org_all-access_spider,45.065991916713614
426,傅海峰_zh.wikipedia.org_all-access_spider,54.07275093672149
427,傲慢與偏見_(韓國電視劇)_zh.wikipedia.org_all-access_spider,62.537841570935335
428,湯姆·戴利_zh.wikipedia.org_all-access_spider,55.33436267337262
429,陳超明_zh.wikipedia.org_all-access_spider,58.62718715041163
430,太妍_zh.wikipedia.org_all-access_spider,58.61873000930502
431,犬夜叉_zh.wikipedia.org_all-access_spider,34.58699538744868
432,威航_zh.wikipedia.org_all-access_spider,59.36288182623226
433,景甜_zh.wikipedia.org_all-access_spider,75.39083100351993
434,巴西_zh.wikipedia.org_all-access_spider,33.162590918944815
435,陳喬恩_zh.wikipedia.org_all-access_spider,46.38374912688598
436,关晓彤_zh.wikipedia.org_all-access_spider,58.21673776071684
437,熊本熊_zh.wikipedia.org_all-access_spider,36.76683772241547
438,魔法科高中的劣等生_zh.wikipedia.org_all-access_spider,55.80307107918719
439,繁体中文_zh.wikipedia.org_all-access_spider,22.075998212177378
440,生化危機电影_zh.wikipedia.org_all-access_spider,47.00710418827392
441,周焯華_zh.wikipedia.org_all-access_spider,33.03324889784375
442,雪_zh.wikipedia.org_all-access_spider,22.35077055228994
443,朴槿惠_zh.wikipedia.org_all-access_spider,75.61030414393292
444,請回答1994_zh.wikipedia.org_all-access_spider,35.189066947704596
445,FAIRY_TAIL角色列表_zh.wikipedia.org_all-access_spider,65.73552327273666
446,分歧者·異類叛逃_zh.wikipedia.org_all-access_spider,52.213333850699094
447,仙劍奇俠傳_(電視劇)_zh.wikipedia.org_all-access_spider,33.5366079312251
448,比爾·派斯頓_zh.wikipedia.org_all-access_spider,56.90173158766366
449,三民主義_zh.wikipedia.org_all-access_spider,61.427715609862574
450,捕鼠器裡的奶酪_zh.wikipedia.org_all-access_spider,56.85410016876188
451,暗殺教室_zh.wikipedia.org_all-access_spider,40.478284515820285
452,村上春樹_zh.wikipedia.org_all-access_spider,39.942264469926975
453,明日世界_(电影)_zh.wikipedia.org_all-access_spider,48.58257957770552
454,父親節_zh.wikipedia.org_all-access_spider,27.975201722189468
455,葉家妤_zh.wikipedia.org_all-access_spider,32.43673087267944
456,臺北城_zh.wikipedia.org_all-access_spider,84.09290807244422
457,坚不可摧_zh.wikipedia.org_all-access_spider,39.6082198453395
458,支那人_zh.wikipedia.org_all-access_spider,48.38026903340068
459,公民黨_(香港)_zh.wikipedia.org_all-access_spider,36.984161776059295
460,王貞治_zh.wikipedia.org_all-access_spider,36.34919803462092
461,Portal:特色內容_zh.wikipedia.org_all-access_spider,22.351922230342854
462,谢杏芳_zh.wikipedia.org_all-access_spider,70.41285872336343
463,三K党_zh.wikipedia.org_all-access_spider,29.882920328313144
464,呂慧儀_zh.wikipedia.org_all-access_spider,26.95372222199242
465,寄生兽_zh.wikipedia.org_all-access_spider,44.24133138264509
466,赵紫阳_zh.wikipedia.org_all-access_spider,15.991083104323511
467,毛治國_zh.wikipedia.org_all-access_spider,45.24148051630923
468,石知田_zh.wikipedia.org_all-access_spider,43.216304913101276
469,HUNTER×HUNTER_zh.wikipedia.org_all-access_spider,33.07393293616134
470,跳龍屬_zh.wikipedia.org_all-access_spider,104.19762667332286
471,伊万卡·特朗普_zh.wikipedia.org_all-access_spider,45.962049707308836
472,金俊秀_zh.wikipedia.org_all-access_spider,42.631726799213865
473,王心凌_zh.wikipedia.org_all-access_spider,49.56124954074293
474,妖夜尋狼_zh.wikipedia.org_all-access_spider,45.64960476629515
475,全國人大常委會解釋香港特別行政區基本法_zh.wikipedia.org_all-access_spider,52.98112252224377
476,2016年夏季奧林匹克運動會_zh.wikipedia.org_all-access_spider,25.65038232927202
477,黎姿_zh.wikipedia.org_all-access_spider,34.90291448981653
478,阿爾宙斯_zh.wikipedia.org_all-access_spider,48.97166556691195
479,全面攻佔：倒數救援_zh.wikipedia.org_all-access_spider,46.72929542762239
480,圣多美和普林西比_zh.wikipedia.org_all-access_spider,88.79179297678884
481,聶小倩_zh.wikipedia.org_all-access_spider,27.66153400285596
482,堺雅人_zh.wikipedia.org_all-access_spider,30.900944519310197
483,等一個人咖啡_zh.wikipedia.org_all-access_spider,29.372299229002675
484,昆凌_zh.wikipedia.org_all-access_spider,36.943800551306474
485,习近平_zh.wikipedia.org_all-access_spider,22.812305548541932
486,境界的彼方_zh.wikipedia.org_all-access_spider,35.50737699089658
487,中华人民共和国被封锁网站列表_zh.wikipedia.org_all-access_spider,29.60630255324847
488,一拳超人_zh.wikipedia.org_all-access_spider,64.04568330520847
489,花蓮五子命案_zh.wikipedia.org_all-access_spider,65.82913157652695
490,日本_zh.wikipedia.org_all-access_spider,47.54721905811075
491,威猛樂隊_zh.wikipedia.org_all-access_spider,69.76618114902757
492,我的英雄學院_zh.wikipedia.org_all-access_spider,39.669518189665354
493,楊丞琳_zh.wikipedia.org_all-access_spider,32.13922465083382
494,徐仁國_zh.wikipedia.org_all-access_spider,46.952293087679756
495,闰年_zh.wikipedia.org_all-access_spider,49.874252401319985
496,食戟之靈_zh.wikipedia.org_all-access_spider,35.628522957336905
497,鄭元暢_zh.wikipedia.org_all-access_spider,30.678852140061807
498,香港火警分級制度_zh.wikipedia.org_all-access_spider,48.14184999213457
499,缅甸_zh.wikipedia.org_all-access_spider,30.544045117053336
500,陽岱鋼_zh.wikipedia.org_all-access_spider,98.86461328565701
501,李毓芬_zh.wikipedia.org_all-access_spider,53.8255583892858
502,青花瓷_zh.wikipedia.org_all-access_spider,34.87149552714789
503,叢林的法則_zh.wikipedia.org_all-access_spider,51.756913183587926
504,习明泽_zh.wikipedia.org_all-access_spider,28.491620083913027
505,新黨_zh.wikipedia.org_all-access_spider,53.2085370412354
506,東方神起_zh.wikipedia.org_all-access_spider,45.156427193084674
507,葉繼歡_zh.wikipedia.org_all-access_spider,27.559351739544418
508,香港電子競技戰隊_zh.wikipedia.org_all-access_spider,38.384108806001144
509,Special:移动版菜单_zh.wikipedia.org_all-access_spider,85.72456025547251
510,拔罐_zh.wikipedia.org_all-access_spider,27.500003412700018
511,新界東選區_zh.wikipedia.org_all-access_spider,72.44026719662892
512,笑傲江湖_zh.wikipedia.org_all-access_spider,41.1710106475258
513,戚薇_zh.wikipedia.org_all-access_spider,37.85851674296427
514,注音符號_zh.wikipedia.org_all-access_spider,37.75454958215306
515,MP魔幻力量_zh.wikipedia.org_all-access_spider,57.18280134184855
516,K_(動畫)_zh.wikipedia.org_all-access_spider,27.638138525704907
517,金宇彬_zh.wikipedia.org_all-access_spider,29.601749518329445
518,賴清德_zh.wikipedia.org_all-access_spider,40.99687388270986
519,金英光_zh.wikipedia.org_all-access_spider,44.064736601961016
520,代达罗斯_zh.wikipedia.org_all-access_spider,62.810208479111274
521,夜晚的小雙俠_zh.wikipedia.org_all-access_spider,60.65366572234464
522,歐陽娜娜_zh.wikipedia.org_all-access_spider,53.239019952177514
523,刀劍神域_zh.wikipedia.org_all-access_spider,44.59206071402533
524,吳岱融_zh.wikipedia.org_all-access_spider,49.73634627155871
525,韓孝周_zh.wikipedia.org_all-access_spider,45.80001615075953
526,香港殉職消防人員列表_zh.wikipedia.org_all-access_spider,60.28884903377602
527,退休軍公教人員優惠存款_zh.wikipedia.org_all-access_spider,46.75016403210118
528,河國榮_zh.wikipedia.org_all-access_spider,44.674160060456295
529,勝利_(歌手)_zh.wikipedia.org_all-access_spider,57.724025644300966
530,鄧麗君_zh.wikipedia.org_all-access_spider,37.108643954265524
531,帕金森氏症_zh.wikipedia.org_all-access_spider,33.67617168405294
532,林昶佐_zh.wikipedia.org_all-access_spider,71.84401130023971
533,小池百合子_zh.wikipedia.org_all-access_spider,45.03667457498056
534,大嘴巴_zh.wikipedia.org_all-access_spider,37.72005894546152
535,郭伯雄_zh.wikipedia.org_all-access_spider,49.77467540257617
536,張翰_(台灣演員)_zh.wikipedia.org_all-access_spider,50.12567992868283
